lead_id,source,industry,company_size,job_title_seniority,email_opens_30d,site_visits_30d,avg_pages_per_visit,demo_requested,budget_confirmed,days_to_first_response,converted
LEAD-02799,Cold outbound,Education,201-1000,Manager,4,7,1.9,0,0,22.1,0
LEAD-02800,Cold outbound,SaaS,201-1000,IC,2,3,1.7,0,0,0.5,0
LEAD-02801,Cold outbound,SaaS,11-50,IC,2,4,0.3,0,0,1.6,0
LEAD-02802,Webinar,Healthcare,11-50,IC,3,5,1.7,1,0,3.0,0
LEAD-02803,Content download,SaaS,51-200,IC,5,8,1.4,0,1,4.0,1
LEAD-02804,Webinar,Finance,1-10,VP/C-level,4,4,1.6,0,0,0.4,1
LEAD-02805,Cold outbound,Finance,51-200,Manager,1,6,2.4,0,1,11.3,0
LEAD-02806,Referral,Retail,1-10,Manager,5,2,5.5,0,0,4.6,0
LEAD-02807,Website form,SaaS,1000+,Director,3,4,0.4,0,0,1.1,0
LEAD-02808,Website form,Retail,1-10,Director,5,2,2.7,1,0,1.1,1
LEAD-02809,Website form,Manufacturing,1000+,Director,3,5,5.4,0,0,0.5,0
LEAD-02810,Paid ad,Manufacturing,201-1000,Manager,4,5,1.2,0,1,1.0,1
LEAD-02811,Content download,Education,1-10,Manager,1,1,3.1,0,0,0.8,0
LEAD-02812,Website form,Healthcare,1000+,Manager,5,7,7.2,0,0,0.9,0
LEAD-02813,Website form,Retail,11-50,Manager,5,2,3.3,0,0,1.9,0
LEAD-02814,Website form,Retail,51-200,IC,5,2,1.5,0,0,9.7,0
LEAD-02815,Cold outbound,Manufacturing,11-50,VP/C-level,1,7,6.1,0,0,0.6,0
LEAD-02816,Paid ad,Healthcare,51-200,Director,4,3,1.7,0,1,9.3,0
LEAD-02817,Referral,Finance,1-10,VP/C-level,5,3,1.0,0,0,0.0,0
LEAD-02818,Referral,Manufacturing,1-10,Director,2,3,5.9,0,0,5.1,0
LEAD-02819,Content download,Healthcare,1-10,IC,6,6,8.4,0,0,0.0,0
LEAD-02820,Paid ad,Manufacturing,1000+,IC,4,1,4.3,0,0,1.1,0
LEAD-02821,Webinar,Healthcare,11-50,Director,3,3,1.0,0,1,10.2,0
LEAD-02822,Website form,Healthcare,51-200,IC,2,1,1.6,0,0,0.1,0
LEAD-02823,Content download,Manufacturing,1-10,Manager,3,5,3.2,0,0,1.5,0
LEAD-02824,Website form,SaaS,51-200,IC,6,5,3.7,0,0,0.5,0
LEAD-02825,Referral,SaaS,51-200,IC,1,1,0.5,0,0,1.9,0
LEAD-02826,Cold outbound,Finance,1-10,IC,3,2,2.2,0,0,7.7,0
LEAD-02827,Website form,Manufacturing,1000+,Manager,1,0,0.3,0,0,6.9,0
LEAD-02828,Website form,Healthcare,1-10,Director,2,2,1.1,1,0,2.7,0
LEAD-02829,Cold outbound,Retail,1-10,IC,2,4,1.8,0,0,4.3,1
LEAD-02830,Content download,Retail,1-10,Manager,3,4,1.2,0,0,1.0,0
LEAD-02831,Paid ad,Manufacturing,51-200,IC,4,5,3.4,0,0,10.0,0
LEAD-02832,Cold outbound,Healthcare,1-10,IC,3,5,1.5,0,0,1.8,0
LEAD-02833,Cold outbound,Healthcare,201-1000,Director,4,2,0.1,0,0,3.0,0
LEAD-02834,Paid ad,Healthcare,11-50,IC,2,2,8.8,0,0,4.5,0
LEAD-02835,Website form,Manufacturing,1-10,IC,6,4,3.0,0,0,3.9,0
LEAD-02836,Paid ad,Retail,11-50,Director,2,3,1.8,1,0,0.3,1
LEAD-02837,Cold outbound,Manufacturing,1-10,IC,4,3,5.4,0,0,5.4,0
LEAD-02838,Content download,Education,201-1000,Manager,2,3,3.8,0,0,0.9,0
LEAD-02839,Website form,Manufacturing,51-200,Director,6,2,1.3,0,0,0.3,0
LEAD-02840,Content download,Retail,51-200,IC,3,7,1.7,0,0,0.2,0
LEAD-02841,Webinar,Retail,51-200,IC,3,4,0.5,0,0,2.2,0
LEAD-02842,Cold outbound,Manufacturing,51-200,Director,0,8,0.9,0,0,1.8,0
LEAD-02843,Content download,Finance,11-50,Director,5,4,2.8,1,0,1.1,1
LEAD-02844,Content download,Education,1-10,Manager,2,4,5.9,0,0,1.8,0
LEAD-02845,Cold outbound,Healthcare,201-1000,VP/C-level,3,3,5.1,1,0,0.6,1
LEAD-02846,Cold outbound,Manufacturing,1-10,Manager,3,5,1.1,0,0,0.7,0
LEAD-02847,Webinar,Manufacturing,11-50,IC,4,8,3.5,1,0,2.8,1
LEAD-02848,Webinar,Retail,11-50,IC,4,6,1.8,1,0,4.1,1
LEAD-02849,Paid ad,Healthcare,1-10,IC,5,6,7.8,1,0,5.9,0
LEAD-02850,Cold outbound,Manufacturing,1-10,IC,3,2,2.0,0,0,4.3,0
LEAD-02851,Content download,Finance,201-1000,IC,2,2,1.1,1,0,1.2,0
LEAD-02852,Content download,Education,1-10,Director,4,2,1.5,1,0,5.3,0
LEAD-02853,Paid ad,Finance,1-10,Manager,2,4,3.6,0,0,2.3,0
LEAD-02854,Webinar,Manufacturing,1-10,IC,3,6,4.6,1,0,4.4,0
LEAD-02855,Website form,Manufacturing,1-10,Director,4,7,1.3,1,0,0.3,0
LEAD-02856,Webinar,SaaS,51-200,IC,2,1,0.8,0,0,3.3,0
LEAD-02857,Paid ad,Education,1-10,Director,5,6,1.0,0,0,1.1,0
LEAD-02858,Website form,Manufacturing,1-10,IC,3,8,4.2,0,0,2.9,0
LEAD-02859,Webinar,Education,11-50,Manager,4,4,4.8,0,1,0.7,0
LEAD-02860,Referral,Finance,51-200,VP/C-level,4,6,2.1,0,1,7.1,1
LEAD-02861,Referral,Education,51-200,Manager,4,4,1.3,0,0,2.7,0
LEAD-02862,Webinar,Manufacturing,1-10,IC,1,4,1.8,0,1,0.5,0
LEAD-02863,Cold outbound,Retail,11-50,IC,3,3,5.7,0,0,2.4,0
LEAD-02864,Cold outbound,Education,51-200,Director,3,5,0.5,0,0,2.0,0
LEAD-02865,Content download,SaaS,201-1000,Manager,3,2,2.4,0,0,0.7,0
LEAD-02866,Content download,Manufacturing,51-200,IC,4,6,1.0,0,0,2.6,0
LEAD-02867,Website form,Education,11-50,IC,2,4,0.4,1,0,1.5,0
LEAD-02868,Cold outbound,Education,201-1000,Manager,1,2,2.8,0,0,1.9,0
LEAD-02869,Cold outbound,Healthcare,201-1000,Manager,5,1,2.8,0,0,2.5,0
LEAD-02870,Webinar,Education,1-10,Manager,2,6,1.6,0,1,4.4,0
LEAD-02871,Content download,Education,11-50,IC,5,2,2.2,0,0,0.1,0
LEAD-02872,Website form,Manufacturing,1-10,VP/C-level,6,2,0.8,1,0,0.1,0
LEAD-02873,Content download,Education,1-10,IC,3,2,1.4,1,1,0.9,0
LEAD-02874,Content download,Education,1-10,VP/C-level,2,8,0.9,0,0,2.8,0
LEAD-02875,Content download,Manufacturing,11-50,Manager,2,2,3.5,0,0,3.3,0
LEAD-02876,Cold outbound,Education,1-10,IC,1,2,3.8,0,0,2.0,0
LEAD-02877,Paid ad,Manufacturing,1000+,Manager,2,2,3.0,0,0,7.0,0
LEAD-02878,Referral,Manufacturing,11-50,Director,2,2,2.7,0,0,2.7,0
LEAD-02879,Paid ad,Education,51-200,Director,3,3,3.9,0,0,3.4,0
LEAD-02880,Content download,Retail,1-10,Manager,3,5,3.2,0,0,3.3,0
LEAD-02881,Cold outbound,SaaS,11-50,IC,2,6,0.9,0,0,1.0,0
LEAD-02882,Website form,SaaS,51-200,Director,4,3,3.2,0,0,0.2,1
LEAD-02883,Website form,SaaS,11-50,Manager,1,6,5.4,0,1,1.6,0
LEAD-02884,Website form,SaaS,1-10,Manager,3,2,1.5,0,0,1.6,0
LEAD-02885,Content download,Finance,51-200,Manager,2,4,5.8,0,1,0.0,1
LEAD-02886,Referral,Manufacturing,1-10,IC,3,3,1.5,0,1,1.1,0
LEAD-02887,Cold outbound,Retail,11-50,IC,5,2,3.2,0,1,1.1,0
LEAD-02888,Webinar,Healthcare,1000+,IC,1,5,3.6,0,0,2.0,0
LEAD-02889,Paid ad,Healthcare,1-10,Manager,3,7,1.9,0,0,4.5,0
LEAD-02890,Cold outbound,Finance,51-200,Manager,5,2,0.7,0,0,3.1,1
LEAD-02891,Website form,SaaS,1-10,Manager,4,5,7.1,0,0,1.2,0
LEAD-02892,Webinar,Retail,11-50,Director,0,7,4.6,0,0,1.3,1
LEAD-02893,Website form,Healthcare,1-10,IC,4,3,1.1,0,0,0.3,0
LEAD-02894,Website form,SaaS,1-10,Director,1,5,1.3,0,0,1.6,0
LEAD-02895,Cold outbound,Healthcare,1-10,IC,2,2,4.0,0,0,1.2,0
LEAD-02896,Webinar,SaaS,11-50,Manager,6,2,1.4,1,1,5.3,1
LEAD-02897,Referral,Education,1-10,Manager,2,4,1.6,1,1,0.2,0
LEAD-02898,Cold outbound,Healthcare,51-200,VP/C-level,3,2,0.9,0,0,4.8,1
LEAD-02899,Webinar,Manufacturing,1-10,Director,4,2,3.2,0,1,4.5,0
LEAD-02900,Content download,Manufacturing,201-1000,IC,3,2,3.5,1,0,0.3,1
LEAD-02901,Webinar,Retail,51-200,Director,1,8,3.8,0,0,3.1,0
LEAD-02902,Website form,SaaS,11-50,Director,8,2,3.7,0,0,0.4,0
LEAD-02903,Content download,Healthcare,201-1000,Manager,3,3,1.4,0,0,1.0,0
LEAD-02904,Website form,Education,11-50,Director,4,8,2.1,1,0,3.6,0
LEAD-02905,Referral,Finance,1000+,IC,8,4,4.7,0,0,5.1,0
LEAD-02906,Content download,Healthcare,51-200,Manager,1,4,1.0,0,0,1.4,1
LEAD-02907,Content download,SaaS,201-1000,VP/C-level,0,5,1.8,0,0,3.1,0
LEAD-02908,Content download,Retail,1-10,IC,5,1,1.9,1,0,1.1,1
LEAD-02909,Content download,SaaS,1-10,Manager,3,2,4.0,0,0,0.0,0
LEAD-02910,Referral,Healthcare,11-50,Director,4,1,4.8,0,0,0.4,1
LEAD-02911,Website form,Healthcare,11-50,Director,1,4,4.8,0,0,0.6,0
LEAD-02912,Paid ad,Retail,1000+,IC,4,1,4.7,0,0,4.7,0
LEAD-02913,Cold outbound,Manufacturing,11-50,Manager,3,5,1.0,0,1,1.8,0
LEAD-02914,Website form,Education,51-200,Manager,0,6,0.9,0,0,3.5,0
LEAD-02915,Webinar,Finance,11-50,Manager,9,2,0.8,0,0,3.5,0
LEAD-02916,Website form,Healthcare,51-200,IC,2,6,3.3,0,0,1.5,0
LEAD-02917,Content download,Healthcare,1-10,Manager,6,5,0.8,0,0,1.9,1
LEAD-02918,Paid ad,SaaS,1-10,IC,1,2,0.8,0,0,5.4,0
LEAD-02919,Cold outbound,Manufacturing,1000+,IC,2,4,1.6,0,0,2.6,0
LEAD-02920,Content download,Manufacturing,1-10,VP/C-level,5,3,0.4,0,0,2.6,0
LEAD-02921,Cold outbound,SaaS,11-50,IC,3,3,1.8,0,0,4.7,0
LEAD-02922,Website form,Retail,11-50,Manager,2,7,1.9,0,0,2.1,1
LEAD-02923,Content download,Retail,1-10,Manager,5,3,4.2,1,0,4.1,0
LEAD-02924,Referral,SaaS,51-200,Manager,3,4,6.0,1,0,2.6,0
LEAD-02925,Website form,Education,1-10,IC,3,4,3.3,0,0,6.5,0
LEAD-02926,Referral,Retail,51-200,VP/C-level,2,4,0.3,0,0,5.3,0
LEAD-02927,Cold outbound,Finance,11-50,IC,2,2,4.0,0,0,3.0,0
LEAD-02928,Website form,Manufacturing,1-10,Manager,1,8,5.6,0,0,3.9,0
LEAD-02929,Webinar,Finance,1-10,IC,2,1,2.5,0,0,3.0,0
LEAD-02930,Referral,Healthcare,1-10,Director,4,7,1.2,1,0,0.2,0
LEAD-02931,Website form,SaaS,51-200,Director,2,2,6.7,0,0,1.2,0
LEAD-02932,Website form,Healthcare,11-50,IC,3,1,0.8,1,0,0.0,0
LEAD-02933,Referral,Manufacturing,51-200,IC,2,5,3.7,0,0,3.3,1
LEAD-02934,Cold outbound,Education,201-1000,Manager,0,7,0.6,0,0,4.5,0
LEAD-02935,Webinar,SaaS,1-10,Manager,4,3,2.2,0,0,3.5,0
LEAD-02936,Content download,Finance,1-10,IC,2,3,0.2,0,0,3.7,0
LEAD-02937,Paid ad,Healthcare,11-50,Manager,1,6,2.7,1,0,16.9,0
LEAD-02938,Referral,Retail,1-10,VP/C-level,1,1,1.1,0,1,2.0,1
LEAD-02939,Cold outbound,Healthcare,1-10,IC,3,9,3.1,0,0,0.3,0
LEAD-02940,Website form,Finance,11-50,IC,1,3,3.7,0,0,0.7,0
LEAD-02941,Content download,Retail,1-10,Manager,4,2,2.1,0,0,1.5,0
LEAD-02942,Cold outbound,Finance,11-50,Director,4,4,3.4,0,0,4.5,1
LEAD-02943,Paid ad,SaaS,51-200,Manager,3,4,1.2,1,0,0.3,1
LEAD-02944,Referral,Healthcare,51-200,IC,2,6,0.6,0,0,2.7,0
LEAD-02945,Referral,Manufacturing,1-10,VP/C-level,6,1,1.7,0,0,4.7,0
LEAD-02946,Content download,SaaS,1-10,IC,4,4,2.1,1,1,1.8,0
LEAD-02947,Content download,Healthcare,51-200,Director,3,4,0.6,0,0,1.8,0
LEAD-02948,Webinar,SaaS,11-50,IC,3,6,1.6,0,0,0.4,0
LEAD-02949,Content download,Retail,51-200,Manager,4,3,2.9,0,0,0.2,0
LEAD-02950,Referral,Manufacturing,201-1000,Director,4,4,0.7,1,0,6.2,0
LEAD-02951,Cold outbound,SaaS,1-10,Director,3,3,1.3,1,0,2.8,0
LEAD-02952,Cold outbound,Manufacturing,51-200,IC,1,3,2.5,1,0,2.6,0
LEAD-02953,Website form,Manufacturing,11-50,IC,3,3,0.4,0,1,2.4,1
LEAD-02954,Cold outbound,Healthcare,11-50,IC,2,6,2.2,0,0,1.6,0
LEAD-02955,Webinar,SaaS,51-200,Manager,5,6,3.2,0,1,0.6,1
LEAD-02956,Referral,Education,11-50,IC,3,5,2.4,0,0,0.4,0
LEAD-02957,Webinar,Manufacturing,1-10,IC,0,3,2.0,0,0,4.5,0
LEAD-02958,Paid ad,SaaS,1-10,Manager,6,4,2.4,0,0,6.8,0
LEAD-02959,Content download,Education,11-50,Director,2,3,5.8,0,0,0.3,0
LEAD-02960,Website form,Retail,51-200,Manager,2,2,1.1,0,0,0.1,0
LEAD-02961,Cold outbound,SaaS,1-10,Director,3,3,3.4,1,0,1.2,0
LEAD-02962,Cold outbound,SaaS,201-1000,Manager,2,4,3.0,0,0,0.5,0
LEAD-02963,Cold outbound,Retail,201-1000,Manager,5,5,2.0,0,0,0.9,0
LEAD-02964,Paid ad,SaaS,1-10,Director,4,4,2.4,1,0,0.5,1
LEAD-02965,Content download,Manufacturing,1-10,Manager,4,2,2.8,0,0,1.4,0
LEAD-02966,Website form,Healthcare,1-10,Director,1,5,1.4,1,0,2.9,0
LEAD-02967,Cold outbound,Education,11-50,IC,2,2,1.3,0,0,1.4,0
LEAD-02968,Content download,SaaS,11-50,Manager,5,4,2.4,1,1,1.7,0
LEAD-02969,Paid ad,Manufacturing,1-10,Director,4,3,2.0,1,1,3.3,1
LEAD-02970,Webinar,SaaS,51-200,Manager,4,1,3.7,0,0,7.2,1
LEAD-02971,Webinar,Retail,1-10,IC,5,3,3.2,0,0,3.1,0
LEAD-02972,Cold outbound,Retail,1-10,IC,4,3,1.4,1,0,1.1,0
LEAD-02973,Cold outbound,Healthcare,201-1000,IC,2,5,2.1,0,1,4.9,0
LEAD-02974,Paid ad,Finance,201-1000,Manager,3,2,4.4,0,0,1.9,0
LEAD-02975,Content download,Healthcare,201-1000,Director,4,3,1.2,1,0,9.2,0
LEAD-02976,Website form,Retail,11-50,Director,2,4,3.1,1,1,0.0,1
LEAD-02977,Webinar,Healthcare,1-10,IC,0,4,1.0,0,0,4.0,0
LEAD-02978,Referral,Manufacturing,11-50,IC,4,3,1.4,0,0,2.2,1
LEAD-02979,Referral,SaaS,51-200,IC,3,1,1.8,0,0,4.1,0
LEAD-02980,Website form,Retail,1-10,Director,1,5,2.6,1,1,0.6,1
LEAD-02981,Website form,Healthcare,51-200,IC,3,3,1.6,0,0,0.7,0
LEAD-02982,Website form,Manufacturing,11-50,VP/C-level,0,3,3.6,0,1,6.4,0
LEAD-02983,Referral,Education,1000+,IC,3,2,2.5,0,0,0.9,0
LEAD-02984,Content download,SaaS,1-10,Manager,4,5,3.5,0,0,3.9,0
LEAD-02985,Content download,Healthcare,1-10,Director,1,0,1.3,1,0,3.2,0
LEAD-02986,Webinar,Finance,11-50,VP/C-level,4,1,2.6,0,1,5.8,1
LEAD-02987,Website form,Retail,51-200,IC,5,5,3.5,0,0,6.1,0
LEAD-02988,Cold outbound,Manufacturing,51-200,IC,5,4,4.1,1,0,7.4,1
LEAD-02989,Referral,Finance,1-10,IC,5,4,2.4,0,0,0.3,0
LEAD-02990,Content download,Manufacturing,11-50,IC,2,7,1.7,0,1,0.8,1
LEAD-02991,Paid ad,Finance,51-200,Manager,1,3,2.6,0,0,2.0,1
LEAD-02992,Content download,Education,51-200,IC,3,7,3.7,0,0,0.0,0
LEAD-02993,Webinar,Education,1-10,IC,4,2,1.6,0,0,0.3,0
LEAD-02994,Paid ad,Education,11-50,Director,7,2,2.0,0,0,0.2,0
LEAD-02995,Webinar,SaaS,51-200,Manager,2,6,1.6,0,0,1.2,0
LEAD-02996,Referral,Education,201-1000,IC,2,2,1.1,0,0,0.1,0
LEAD-02997,Cold outbound,Manufacturing,51-200,Manager,2,10,0.7,0,0,4.4,0
LEAD-02998,Webinar,SaaS,11-50,Director,1,3,6.2,0,1,1.7,0
LEAD-02999,Cold outbound,Education,201-1000,IC,1,3,1.7,0,0,0.5,0
LEAD-03000,Website form,Manufacturing,11-50,IC,5,3,0.6,0,0,3.0,0
LEAD-03001,Webinar,SaaS,51-200,Manager,5,4,1.3,0,1,4.6,1
LEAD-03002,Paid ad,Manufacturing,51-200,Manager,2,4,2.4,0,0,3.0,0
LEAD-03003,Content download,Manufacturing,11-50,IC,3,6,0.5,0,0,0.2,0
LEAD-03004,Paid ad,Finance,51-200,Manager,1,5,1.8,0,0,5.3,0
LEAD-03005,Website form,Retail,1-10,VP/C-level,4,4,4.2,0,0,0.3,0
LEAD-03006,Content download,Manufacturing,1-10,IC,2,9,2.4,0,0,3.4,0
LEAD-03007,Cold outbound,SaaS,11-50,IC,4,6,1.1,0,0,2.2,1
LEAD-03008,Content download,Healthcare,51-200,IC,2,7,5.3,0,0,2.3,0
LEAD-03009,Content download,Retail,51-200,Director,3,3,4.1,0,0,0.4,1
LEAD-03010,Website form,Retail,51-200,IC,2,5,1.4,0,0,2.0,0
LEAD-03011,Cold outbound,Healthcare,51-200,IC,4,6,5.9,0,1,0.2,1
LEAD-03012,Referral,Healthcare,201-1000,VP/C-level,4,6,1.8,0,0,12.2,1
LEAD-03013,Content download,Retail,51-200,IC,2,5,1.7,0,0,0.4,0
LEAD-03014,Website form,Retail,1-10,IC,1,5,2.9,0,0,0.2,0
LEAD-03015,Website form,Manufacturing,201-1000,VP/C-level,4,5,3.6,0,0,12.4,0
LEAD-03016,Content download,Finance,201-1000,Manager,7,5,1.6,1,0,0.4,0
LEAD-03017,Website form,Education,201-1000,Manager,3,3,2.1,0,1,0.3,1
LEAD-03018,Cold outbound,Manufacturing,11-50,Manager,0,1,0.9,0,0,2.4,0
LEAD-03019,Webinar,Finance,51-200,Manager,4,10,3.3,1,0,0.3,1
LEAD-03020,Website form,SaaS,51-200,IC,6,6,0.7,0,1,2.9,0
LEAD-03021,Website form,Education,51-200,IC,4,9,2.4,0,0,1.8,1
LEAD-03022,Referral,Retail,51-200,IC,0,4,3.5,0,0,5.0,0
LEAD-03023,Website form,Finance,51-200,Manager,3,0,3.3,0,0,2.5,0
LEAD-03024,Referral,Manufacturing,1-10,Manager,5,4,3.9,1,0,0.8,0
LEAD-03025,Content download,Healthcare,201-1000,IC,2,2,1.1,0,0,0.0,0
LEAD-03026,Paid ad,Manufacturing,1-10,Manager,3,8,0.8,0,0,0.9,0
LEAD-03027,Referral,Finance,1-10,Director,4,2,4.9,1,0,2.9,0
LEAD-03028,Website form,Retail,11-50,Manager,5,3,1.4,0,0,4.2,0
LEAD-03029,Cold outbound,SaaS,1-10,VP/C-level,3,9,3.8,0,0,1.5,0
LEAD-03030,Cold outbound,Manufacturing,1-10,IC,2,3,0.9,0,0,5.2,0
LEAD-03031,Referral,Retail,1-10,IC,2,5,1.9,0,0,7.1,0
LEAD-03032,Content download,Education,1-10,VP/C-level,6,4,5.5,1,0,4.5,0
LEAD-03033,Website form,Healthcare,51-200,IC,6,2,1.6,1,0,3.7,0
LEAD-03034,Webinar,SaaS,201-1000,IC,2,4,2.6,0,0,0.3,0
LEAD-03035,Webinar,Finance,201-1000,IC,2,3,3.6,0,0,0.4,0
LEAD-03036,Website form,Retail,201-1000,IC,6,2,2.5,0,1,2.1,0
LEAD-03037,Paid ad,Retail,51-200,VP/C-level,3,3,1.1,0,0,1.7,1
LEAD-03038,Paid ad,Healthcare,1-10,Manager,3,2,2.1,1,0,0.3,1
LEAD-03039,Referral,Retail,11-50,IC,4,6,4.4,0,0,2.7,0
LEAD-03040,Cold outbound,Retail,11-50,IC,1,2,4.6,0,0,6.8,0
LEAD-03041,Paid ad,Healthcare,201-1000,IC,7,3,0.6,0,0,2.9,0
LEAD-03042,Referral,Education,201-1000,Director,2,7,5.1,0,0,1.4,0
LEAD-03043,Cold outbound,Retail,1-10,Manager,5,4,0.5,0,0,2.5,0
LEAD-03044,Paid ad,Finance,1-10,Director,1,6,5.1,1,0,1.0,0
LEAD-03045,Website form,SaaS,201-1000,Manager,1,6,1.6,1,0,2.5,0
LEAD-03046,Paid ad,Retail,1-10,IC,4,4,1.9,0,0,0.4,0
LEAD-03047,Website form,Finance,51-200,Manager,5,3,2.2,0,0,3.3,0
LEAD-03048,Webinar,Finance,1000+,Manager,4,5,4.6,0,0,0.8,0
LEAD-03049,Website form,Education,1-10,Director,3,3,1.0,0,0,2.3,0
LEAD-03050,Referral,Retail,51-200,Manager,4,3,11.0,0,0,2.6,0
LEAD-03051,Webinar,Finance,1-10,IC,5,4,4.6,0,0,1.0,0
LEAD-03052,Content download,Manufacturing,11-50,IC,5,3,1.5,1,0,19.0,1
LEAD-03053,Webinar,Healthcare,11-50,IC,4,5,2.2,0,0,2.1,1
LEAD-03054,Cold outbound,Manufacturing,201-1000,IC,5,2,6.0,0,1,4.0,0
LEAD-03055,Content download,Healthcare,51-200,Director,3,3,2.9,0,0,4.3,0
LEAD-03056,Cold outbound,Finance,1-10,IC,2,5,1.4,0,0,0.3,0
LEAD-03057,Webinar,Education,51-200,Manager,2,5,2.7,1,1,0.2,0
LEAD-03058,Webinar,Healthcare,1-10,IC,5,4,2.2,0,0,3.8,0
LEAD-03059,Cold outbound,Finance,1-10,VP/C-level,6,4,2.8,0,0,3.6,0
LEAD-03060,Cold outbound,Education,1-10,IC,6,2,4.8,0,0,1.9,0
LEAD-03061,Referral,Healthcare,1-10,Manager,5,3,2.3,0,0,1.1,0
LEAD-03062,Website form,Education,201-1000,VP/C-level,0,3,4.2,0,0,9.4,0
LEAD-03063,Cold outbound,Finance,51-200,IC,5,3,3.1,0,0,2.2,0
LEAD-03064,Content download,Retail,51-200,Manager,4,6,1.1,0,0,0.6,0
LEAD-03065,Content download,SaaS,11-50,Director,3,4,3.2,0,0,4.5,0
LEAD-03066,Referral,Manufacturing,201-1000,Manager,6,3,0.7,0,0,1.8,0
LEAD-03067,Website form,Retail,11-50,IC,5,4,0.5,1,0,0.1,1
LEAD-03068,Cold outbound,Finance,51-200,Manager,3,3,0.9,0,0,3.6,0
LEAD-03069,Referral,Manufacturing,51-200,IC,4,6,3.3,0,0,0.1,0
LEAD-03070,Website form,Manufacturing,1-10,Director,4,3,2.9,0,0,11.2,0
LEAD-03071,Cold outbound,SaaS,1-10,VP/C-level,2,8,1.0,0,1,0.7,0
LEAD-03072,Paid ad,Manufacturing,11-50,IC,2,4,2.4,0,0,1.6,0
LEAD-03073,Webinar,Retail,11-50,Manager,3,2,2.5,0,0,1.4,0
LEAD-03074,Cold outbound,Retail,51-200,Manager,3,4,1.7,0,0,1.1,0
LEAD-03075,Cold outbound,Manufacturing,201-1000,Director,2,4,1.9,1,0,7.6,1
LEAD-03076,Webinar,Retail,11-50,IC,0,6,4.8,1,0,0.5,0
LEAD-03077,Referral,Finance,201-1000,Director,3,4,0.5,0,0,5.6,0
LEAD-03078,Webinar,Finance,1-10,Director,1,2,1.9,0,0,5.4,0
LEAD-03079,Website form,SaaS,51-200,Director,5,4,6.5,0,1,5.0,0
LEAD-03080,Cold outbound,Healthcare,1-10,Director,1,1,6.2,1,0,1.4,1
LEAD-03081,Cold outbound,Manufacturing,1-10,Director,3,4,2.5,0,0,0.5,0
LEAD-03082,Paid ad,SaaS,11-50,IC,2,3,4.9,0,0,3.2,0
LEAD-03083,Website form,Manufacturing,11-50,VP/C-level,4,3,4.1,0,0,3.5,0
LEAD-03084,Content download,Finance,11-50,Manager,2,6,8.0,0,0,4.2,0
LEAD-03085,Referral,Finance,1-10,Manager,2,3,2.0,0,0,5.9,0
LEAD-03086,Content download,Finance,51-200,IC,1,7,1.0,0,0,2.1,0
LEAD-03087,Referral,Healthcare,201-1000,IC,1,5,0.9,0,0,0.1,0
LEAD-03088,Cold outbound,Manufacturing,1-10,Manager,6,3,3.1,0,1,13.2,0
LEAD-03089,Referral,Education,1-10,IC,3,3,2.1,0,0,6.3,0
LEAD-03090,Cold outbound,Retail,1000+,Manager,6,2,1.8,1,0,3.9,0
LEAD-03091,Website form,Retail,1-10,Director,6,7,2.6,1,0,4.1,0
LEAD-03092,Website form,Finance,1-10,Manager,2,3,3.4,0,1,0.2,0
LEAD-03093,Website form,SaaS,201-1000,IC,2,2,2.5,0,0,6.0,0
LEAD-03094,Cold outbound,Finance,51-200,VP/C-level,3,3,1.4,0,0,9.1,0
LEAD-03095,Paid ad,Education,51-200,Manager,6,1,2.7,0,0,0.3,0
LEAD-03096,Paid ad,SaaS,51-200,IC,2,3,3.4,0,0,4.6,0
LEAD-03097,Cold outbound,Manufacturing,1-10,Manager,6,4,1.5,0,0,2.3,0
LEAD-03098,Website form,Retail,1-10,Manager,0,3,1.3,0,1,2.9,0
LEAD-03099,Referral,Education,201-1000,Manager,5,6,1.7,0,0,4.1,0
LEAD-03100,Content download,Finance,51-200,Director,2,1,4.9,0,0,3.0,0
LEAD-03101,Paid ad,Healthcare,1-10,Manager,4,2,0.6,0,0,1.3,0
LEAD-03102,Website form,Finance,201-1000,Director,2,3,1.1,0,0,3.1,1
LEAD-03103,Cold outbound,Education,201-1000,Director,4,5,3.5,0,0,2.0,0
LEAD-03104,Cold outbound,Retail,51-200,Manager,3,2,1.8,0,0,3.4,0
LEAD-03105,Website form,Education,201-1000,Manager,1,4,1.7,0,0,1.7,0
LEAD-03106,Website form,Finance,11-50,IC,3,5,1.2,0,0,2.8,0
LEAD-03107,Website form,Manufacturing,51-200,Manager,1,3,2.6,1,0,3.7,0
LEAD-03108,Cold outbound,Healthcare,1-10,Manager,4,4,3.0,0,0,0.4,0
LEAD-03109,Website form,Education,1-10,Director,3,5,0.9,0,1,4.2,0
LEAD-03110,Content download,Healthcare,11-50,IC,0,3,2.4,1,0,2.1,0
LEAD-03111,Webinar,Education,11-50,Manager,1,6,0.3,0,0,2.2,0
LEAD-03112,Content download,Healthcare,11-50,Manager,3,1,1.4,0,0,0.1,0
LEAD-03113,Website form,Manufacturing,11-50,Director,6,5,3.4,1,1,8.8,1
LEAD-03114,Website form,Manufacturing,201-1000,Manager,10,2,1.9,0,0,0.7,1
LEAD-03115,Website form,Finance,1000+,Manager,3,2,2.3,0,0,7.8,0
LEAD-03116,Cold outbound,Retail,11-50,Director,1,5,3.0,0,0,3.5,0
